Start	Ende	Type	Property	Counter:long
857	885	B	Property	4742
986	857	A	Property	4743
940	857	C	Property	4744
909	857	B	Property	4745
857	857	A	Property	4746
940	858	C	Property	4747
981	858	B	Property	4748
966	858	A	Property	4749
923	858	C	Property	4750
981	858	B	Property	4751
929	858	A	Property	4752
894	858	C	Property	4753
858	965	B	Property	4754
858	980	A	Property	4755
920	859	C	Property	4756
877	859	B	Property	4757
930	859	A	Property	4758
859	994	C	Property	4759
859	959	B	Property	4760
859	996	A	Property	4761
970	859	C	Property	4762
948	859	B	Property	4763
987	859	A	Property	4764
879	860	B	Property	4765
939	860	A	Property	4766
887	861	B	Property	4767
861	968	A	Property	4768
861	963	C	Property	4769
861	950	B	Property	4770
905	861	A	Property	4771
861	962	C	Property	4772
861	970	B	Property	4773
956	861	A	Property	4774
862	956	B	Property	4775
866	862	A	Property	4776
863	903	A	Property	4777
863	952	C	Property	4778
931	863	B	Property	4779
911	863	A	Property	4780
925	864	B	Property	4781
864	923	A	Property	4782
864	969	C	Property	4783
864	976	B	Property	4784
864	888	A	Property	4785
931	865	A	Property	4786
865	898	C	Property	4787
865	895	B	Property	4788
975	865	A	Property	4789
865	873	C	Property	4790
917	865	B	Property	4791
865	963	A	Property	4792
866	989	B	Property	4793
906	866	A	Property	4794
866	876	C	Property	4795
958	866	B	Property	4796
866	906	A	Property	4797
979	866	C	Property	4798
866	924	B	Property	4799
966	866	A	Property	4800
867	933	A	Property	4801
868	955	A	Property	4802
868	972	C	Property	4803
868	934	B	Property	4804
868	951	A	Property	4805
998	868	C	Property	4806
868	882	B	Property	4807
868	885	A	Property	4808
946	868	C	Property	4809
868	934	B	Property	4810
868	957	A	Property	4811
869	930	B	Property	4812
869	963	A	Property	4813
954	869	C	Property	4814
869	932	B	Property	4815
925	869	A	Property	4816
869	915	C	Property	4817
927	869	B	Property	4818
869	984	A	Property	4819
892	870	B	Property	4820
945	870	A	Property	4821
870	958	C	Property	4822
870	909	B	Property	4823
890	870	A	Property	4824
932	870	C	Property	4825
870	968	B	Property	4826
900	870	A	Property	4827
919	871	C	Property	4828
871	972	B	Property	4829
871	936	A	Property	4830
871	883	C	Property	4831
871	914	B	Property	4832
875	871	A	Property	4833
879	872	C	Property	4834
872	920	B	Property	4835
872	916	A	Property	4836
872	885	C	Property	4837
917	872	B	Property	4838
875	872	A	Property	4839
873	910	C	Property	4840
938	873	B	Property	4841
926	873	A	Property	4842
873	926	C	Property	4843
911	873	B	Property	4844
985	873	A	Property	4845
873	971	C	Property	4846
873	901	B	Property	4847
873	873	A	Property	4848
874	949	A	Property	4849
874	880	C	Property	4850
874	938	B	Property	4851
874	884	A	Property	4852
874	874	C	Property	4853
885	874	B	Property	4854
874	911	A	Property	4855
874	926	C	Property	4856
946	874	B	Property	4857
874	979	A	Property	4858
875	909	A	Property	4859
876	889	B	Property	4860
982	876	A	Property	4861
876	895	C	Property	4862
876	994	B	Property	4863
876	993	A	Property	4864
956	876	C	Property	4865
876	895	B	Property	4866
996	876	A	Property	4867
941	877	A	Property	4868
877	938	C	Property	4869
877	977	B	Property	4870
923	877	A	Property	4871
877	921	C	Property	4872
947	877	B	Property	4873
877	984	A	Property	4874
878	942	B	Property	4875
878	957	A	Property	4876
878	949	C	Property	4877
892	878	B	Property	4878
878	883	A	Property	4879
879	953	A	Property	4880
932	880	B	Property	4881
880	888	A	Property	4882
880	913	C	Property	4883
933	880	B	Property	4884
880	890	A	Property	4885
881	920	A	Property	4886
897	882	B	Property	4887
994	882	A	Property	4888
929	882	C	Property	4889
882	918	B	Property	4890
882	888	A	Property	4891
937	883	B	Property	4892
883	991	A	Property	4893
884	955	A	Property	4894
884	921	C	Property	4895
884	905	B	Property	4896
995	884	A	Property	4897
909	885	C	Property	4898
928	885	B	Property	4899
992	885	A	Property	4900
968	885	C	Property	4901
885	981	B	Property	4902
885	963	A	Property	4903
885	965	C	Property	4904
885	922	B	Property	4905
885	914	A	Property	4906
886	935	B	Property	4907
983	886	A	Property	4908
887	931	A	Property	4909
887	955	C	Property	4910
940	887	B	Property	4911
887	927	A	Property	4912
888	912	B	Property	4913
888	974	A	Property	4914
962	889	B	Property	4915
889	906	A	Property	4916
976	889	C	Property	4917
975	889	B	Property	4918
889	957	A	Property	4919
890	929	C	Property	4920
935	890	B	Property	4921
890	926	A	Property	4922
890	899	C	Property	4923
890	892	B	Property	4924
890	901	A	Property	4925
918	891	A	Property	4926
960	891	C	Property	4927
922	891	B	Property	4928
891	891	A	Property	4929
973	892	C	Property	4930
961	892	B	Property	4931
892	944	A	Property	4932
893	919	A	Property	4933
949	894	B	Property	4934
894	943	A	Property	4935
894	935	C	Property	4936
926	894	B	Property	4937
928	894	A	Property	4938
974	894	C	Property	4939
894	969	B	Property	4940
933	894	A	Property	4941
988	895	B	Property	4942
895	962	A	Property	4943
930	896	A	Property	4944
896	928	C	Property	4945
995	896	B	Property	4946
896	988	A	Property	4947
949	896	C	Property	4948
896	927	B	Property	4949
896	990	A	Property	4950
897	897	A	Property	4951
958	898	C	Property	4952
986	898	B	Property	4953
902	898	A	Property	4954
898	970	C	Property	4955
990	898	B	Property	4956
898	904	A	Property	4957
959	898	C	Property	4958
977	898	B	Property	4959
898	966	A	Property	4960
899	916	C	Property	4961
899	980	B	Property	4962
899	936	A	Property	4963
899	944	C	Property	4964
959	899	B	Property	4965
899	899	A	Property	4966
899	940	C	Property	4967
905	899	B	Property	4968
918	899	A	Property	4969
900	987	B	Property	4970
900	933	A	Property	4971
906	900	C	Property	4972
900	918	B	Property	4973
960	900	A	Property	4974
900	915	C	Property	4975
905	900	B	Property	4976
950	900	A	Property	4977
988	901	B	Property	4978
920	901	A	Property	4979
912	901	C	Property	4980
966	901	B	Property	4981
974	901	A	Property	4982
902	979	B	Property	4983
902	938	A	Property	4984
903	952	A	Property	4985
923	903	C	Property	4986
997	903	B	Property	4987
903	915	A	Property	4988
903	956	C	Property	4989
903	997	B	Property	4990
941	903	A	Property	4991
966	903	C	Property	4992
954	903	B	Property	4993
907	903	A	Property	4994
962	904	B	Property	4995
904	915	A	Property	4996
904	971	C	Property	4997
988	904	B	Property	4998
904	957	A	Property	4999
970	905	B	Property	5000
905	970	A	Property	5001
926	906	B	Property	5002
946	906	A	Property	5003
906	942	C	Property	5004
906	921	B	Property	5005
906	955	A	Property	5006
906	972	C	Property	5007
906	971	B	Property	5008
906	938	A	Property	5009
907	989	A	Property	5010
907	934	C	Property	5011
907	940	B	Property	5012
907	908	A	Property	5013
925	907	C	Property	5014
930	907	B	Property	5015
919	907	A	Property	5016
907	954	C	Property	5017
957	907	B	Property	5018
995	907	A	Property	5019
922	908	B	Property	5020
908	993	A	Property	5021
909	950	B	Property	5022
909	972	A	Property	5023
993	909	C	Property	5024
934	909	B	Property	5025
994	909	A	Property	5026
963	910	B	Property	5027
977	910	A	Property	5028
957	911	C	Property	5029
974	911	B	Property	5030
913	911	A	Property	5031
922	911	C	Property	5032
911	958	B	Property	5033
992	911	A	Property	5034
911	999	C	Property	5035
911	917	B	Property	5036
987	911	A	Property	5037
912	987	A	Property	5038
912	979	C	Property	5039
982	912	B	Property	5040
912	916	A	Property	5041
968	912	C	Property	5042
993	912	B	Property	5043
918	912	A	Property	5044
912	996	C	Property	5045
912	950	B	Property	5046
993	912	A	Property	5047
913	937	B	Property	5048
913	967	A	Property	5049
916	913	C	Property	5050
913	938	B	Property	5051
987	913	A	Property	5052
914	977	B	Property	5053
914	932	A	Property	5054
995	915	B	Property	5055
963	915	A	Property	5056
983	915	C	Property	5057
915	962	B	Property	5058
915	936	A	Property	5059
915	948	C	Property	5060
915	940	B	Property	5061
987	915	A	Property	5062
991	916	B	Property	5063
916	995	A	Property	5064
950	916	C	Property	5065
916	960	B	Property	5066
924	916	A	Property	5067
916	987	C	Property	5068
978	916	B	Property	5069
930	916	A	Property	5070
917	925	C	Property	5071
917	953	B	Property	5072
917	919	A	Property	5073
917	986	C	Property	5074
917	993	B	Property	5075
980	917	A	Property	5076
962	917	C	Property	5077
917	925	B	Property	5078
943	917	A	Property	5079
918	978	A	Property	5080
975	919	B	Property	5081
919	923	A	Property	5082
982	919	C	Property	5083
931	919	B	Property	5084
938	919	A	Property	5085
920	970	C	Property	5086
954	920	B	Property	5087
965	920	A	Property	5088
971	921	A	Property	5089
922	987	B	Property	5090
922	992	A	Property	5091
923	934	B	Property	5092
923	965	A	Property	5093
932	923	C	Property	5094
923	988	B	Property	5095
967	923	A	Property	5096
994	923	C	Property	5097
952	923	B	Property	5098
923	988	A	Property	5099
924	955	B	Property	5100
982	924	A	Property	5101
949	925	A	Property	5102
925	967	C	Property	5103
928	925	B	Property	5104
986	925	A	Property	5105
964	925	C	Property	5106
925	995	B	Property	5107
925	932	A	Property	5108
925	937	C	Property	5109
943	925	B	Property	5110
925	987	A	Property	5111
959	926	A	Property	5112
987	926	C	Property	5113
954	926	B	Property	5114
926	934	A	Property	5115
959	926	C	Property	5116
985	926	B	Property	5117
926	981	A	Property	5118
926	995	C	Property	5119
926	991	B	Property	5120
926	930	A	Property	5121
968	927	C	Property	5122
927	969	B	Property	5123
955	927	A	Property	5124
928	994	A	Property	5125
928	981	C	Property	5126
928	983	B	Property	5127
990	928	A	Property	5128
929	960	A	Property	5129
929	961	C	Property	5130
952	929	B	Property	5131
957	929	A	Property	5132
929	933	C	Property	5133
962	929	B	Property	5134
936	929	A	Property	5135
930	971	B	Property	5136
930	990	A	Property	5137
931	994	A	Property	5138
931	997	C	Property	5139
931	999	B	Property	5140
931	999	A	Property	5141
931	938	C	Property	5142
991	931	B	Property	5143
931	936	A	Property	5144
971	931	C	Property	5145
931	949	B	Property	5146
931	982	A	Property	5147
966	932	A	Property	5148
933	983	A	Property	5149
949	934	C	Property	5150
987	934	B	Property	5151
934	983	A	Property	5152
967	934	C	Property	5153
934	953	B	Property	5154
934	996	A	Property	5155
935	985	C	Property	5156
935	935	B	Property	5157
942	935	A	Property	5158
993	936	C	Property	5159
936	939	B	Property	5160
970	936	A	Property	5161
951	937	A	Property	5162
937	952	C	Property	5163
937	997	B	Property	5164
970	937	A	Property	5165
938	966	A	Property	5166
938	986	C	Property	5167
938	942	B	Property	5168
976	938	A	Property	5169
941	938	C	Property	5170
938	938	B	Property	5171
947	938	A	Property	5172
938	959	C	Property	5173
938	968	B	Property	5174
973	938	A	Property	5175
939	995	A	Property	5176
957	940	A	Property	5177
971	940	C	Property	5178
944	940	B	Property	5179
940	954	A	Property	5180
940	990	C	Property	5181
940	981	B	Property	5182
940	992	A	Property	5183
975	940	C	Property	5184
997	940	B	Property	5185
940	990	A	Property	5186
941	958	C	Property	5187
941	990	B	Property	5188
974	941	A	Property	5189
941	982	C	Property	5190
941	956	B	Property	5191
968	941	A	Property	5192
997	941	C	Property	5193
941	991	B	Property	5194
998	941	A	Property	5195
942	968	C	Property	5196
942	965	B	Property	5197
942	950	A	Property	5198
942	986	C	Property	5199
994	942	B	Property	5200
942	942	A	Property	5201
943	963	B	Property	5202
943	969	A	Property	5203
944	956	A	Property	5204
945	977	B	Property	5205
982	945	A	Property	5206
945	959	C	Property	5207
945	974	B	Property	5208
949	945	A	Property	5209
992	945	C	Property	5210
966	945	B	Property	5211
945	965	A	Property	5212
946	961	A	Property	5213
946	982	C	Property	5214
946	985	B	Property	5215
962	946	A	Property	5216
946	994	C	Property	5217
946	977	B	Property	5218
993	946	A	Property	5219
946	960	C	Property	5220
946	998	B	Property	5221
946	946	A	Property	5222
968	947	A	Property	5223
947	967	C	Property	5224
957	947	B	Property	5225
985	947	A	Property	5226
947	973	C	Property	5227
947	997	B	Property	5228
947	992	A	Property	5229
948	957	A	Property	5230
948	983	C	Property	5231
948	950	B	Property	5232
948	963	A	Property	5233
999	948	C	Property	5234
993	948	B	Property	5235
958	948	A	Property	5236
993	948	C	Property	5237
948	998	B	Property	5238
948	971	A	Property	5239
980	949	A	Property	5240
949	978	C	Property	5241
957	949	B	Property	5242
949	962	A	Property	5243
950	970	C	Property	5244
966	950	B	Property	5245
993	950	A	Property	5246
963	950	C	Property	5247
975	950	B	Property	5248
967	950	A	Property	5249
950	969	C	Property	5250
950	951	B	Property	5251
983	950	A	Property	5252
967	951	B	Property	5253
951	951	A	Property	5254
951	983	C	Property	5255
954	951	B	Property	5256
952	951	A	Property	5257
998	952	A	Property	5258
979	952	C	Property	5259
952	993	B	Property	5260
952	979	A	Property	5261
978	952	C	Property	5262
973	952	B	Property	5263
957	952	A	Property	5264
994	953	C	Property	5265
955	953	B	Property	5266
953	967	A	Property	5267
954	954	A	Property	5268
955	985	C	Property	5269
964	955	B	Property	5270
955	995	A	Property	5271
967	955	C	Property	5272
997	955	B	Property	5273
965	955	A	Property	5274
955	955	C	Property	5275
972	955	B	Property	5276
955	960	A	Property	5277
989	956	B	Property	5278
978	956	A	Property	5279
956	979	C	Property	5280
964	956	B	Property	5281
959	956	A	Property	5282
966	957	B	Property	5283
989	957	A	Property	5284
958	995	C	Property	5285
979	958	B	Property	5286
980	958	A	Property	5287
973	959	A	Property	5288
998	959	C	Property	5289
959	994	B	Property	5290
959	972	A	Property	5291
960	980	C	Property	5292
962	960	B	Property	5293
973	960	A	Property	5294
969	960	C	Property	5295
960	978	B	Property	5296
987	960	A	Property	5297
964	961	C	Property	5298
961	978	B	Property	5299
961	970	A	Property	5300
961	976	C	Property	5301
978	961	B	Property	5302
994	961	A	Property	5303
962	986	A	Property	5304
964	963	C	Property	5305
963	982	B	Property	5306
963	980	A	Property	5307
969	963	C	Property	5308
990	963	B	Property	5309
963	968	A	Property	5310
964	996	A	Property	5311
965	996	A	Property	5312
965	990	C	Property	5313
992	965	B	Property	5314
968	965	A	Property	5315
975	966	B	Property	5316
966	992	A	Property	5317
967	983	A	Property	5318
967	967	C	Property	5319
967	977	B	Property	5320
984	967	A	Property	5321
967	972	C	Property	5322
967	978	B	Property	5323
993	967	A	Property	5324
989	968	C	Property	5325
973	968	B	Property	5326
989	968	A	Property	5327
968	998	C	Property	5328
976	968	B	Property	5329
968	986	A	Property	5330
969	969	A	Property	5331
969	985	C	Property	5332
969	994	B	Property	5333
969	982	A	Property	5334
979	969	C	Property	5335
969	987	B	Property	5336
980	969	A	Property	5337
970	971	C	Property	5338
970	970	B	Property	5339
970	998	A	Property	5340
985	970	C	Property	5341
970	984	B	Property	5342
970	971	A	Property	5343
979	970	C	Property	5344
978	970	B	Property	5345
971	970	A	Property	5346
971	978	B	Property	5347
971	979	A	Property	5348
972	992	A	Property	5349
973	986	A	Property	5350
974	981	C	Property	5351
992	974	B	Property	5352
974	992	A	Property	5353
995	975	A	Property	5354
976	975	C	Property	5355
999	975	B	Property	5356
975	982	A	Property	5357
976	977	A	Property	5358
987	976	C	Property	5359
992	976	B	Property	5360
998	976	A	Property	5361
977	983	B	Property	5362
991	977	A	Property	5363
977	993	C	Property	5364
977	999	B	Property	5365
979	977	A	Property	5366
977	980	C	Property	5367
977	984	B	Property	5368
977	981	A	Property	5369
978	985	B	Property	5370
999	978	A	Property	5371
986	979	C	Property	5372
981	979	B	Property	5373
979	982	A	Property	5374
989	980	A	Property	5375
988	980	C	Property	5376
988	980	B	Property	5377
980	999	A	Property	5378
988	980	C	Property	5379
991	980	B	Property	5380
980	982	A	Property	5381
981	988	C	Property	5382
991	981	B	Property	5383
981	990	A	Property	5384
981	988	C	Property	5385
981	990	B	Property	5386
981	996	A	Property	5387
982	988	A	Property	5388
986	982	C	Property	5389
990	982	B	Property	5390
982	986	A	Property	5391
987	982	C	Property	5392
994	982	B	Property	5393
992	982	A	Property	5394
983	997	C	Property	5395
983	989	B	Property	5396
983	984	A	Property	5397
983	989	C	Property	5398
985	983	B	Property	5399
998	983	A	Property	5400
984	985	C	Property	5401
984	989	B	Property	5402
984	990	A	Property	5403
984	985	C	Property	5404
987	984	B	Property	5405
999	984	A	Property	5406
985	985	A	Property	5407
998	985	C	Property	5408
985	987	B	Property	5409
985	998	A	Property	5410
985	993	C	Property	5411
985	998	B	Property	5412
989	985	A	Property	5413
996	986	B	Property	5414
994	986	A	Property	5415
987	987	B	Property	5416
987	989	A	Property	5417
998	988	A	Property	5418
989	995	C	Property	5419
991	989	B	Property	5420
993	989	A	Property	5421
999	990	B	Property	5422
991	990	A	Property	5423
992	990	C	Property	5424
995	990	B	Property	5425
990	997	A	Property	5426
990	994	C	Property	5427
993	990	B	Property	5428
990	996	A	Property	5429
991	997	A	Property	5430
992	992	A	Property	5431
995	992	C	Property	5432
992	999	B	Property	5433
992	997	A	Property	5434
998	992	C	Property	5435
992	999	B	Property	5436
997	992	A	Property	5437
993	993	B	Property	5438
994	993	A	Property	5439
995	993	C	Property	5440
993	993	B	Property	5441
993	997	A	Property	5442
994	997	A	Property	5443
994	998	C	Property	5444
994	996	B	Property	5445
996	994	A	Property	5446
998	994	C	Property	5447
994	997	B	Property	5448
994	998	A	Property	5449
995	998	A	Property	5450
999	996	C	Property	5451
998	996	B	Property	5452
996	999	A	Property	5453
999	996	C	Property	5454
996	998	B	Property	5455
997	996	A	Property	5456
997	997	B	Property	5457
997	997	A	Property	5458
998	999	A	Property	5459
998	999	C	Property	5460
998	999	B	Property	5461
999	998	A	Property	5462
999	998	C	Property	5463
999	998	B	Property	5464
998	998	A	Property	5465
998	999	C	Property	5466
999	998	B	Property	5467
998	998	A	Property	5468
999	999	C	Property	5469
999	999	B	Property	5470
999	999	A	Property	5471
